Code du département,Code de la commune,Code sexe,codesPostaux,population,zone,etiquette_politique,communes_voisines,resultats_votes,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
45,45147,F,45400,21664.0,metro,Union de la gauche,"45800,45770","{'LUG': 46.51, 'LDVC': 34.24, 'LDVG': 19.23}",65.9,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 16.8, 'Profession intermédiaire': 30.8, 'Employé': 24.9, 'Ouvrier': 24.0}",19.0,15.2,7.4,18.9,9.9
45,45155,M,45500,13431.0,metro,Divers Centre,,"{'LDVC': 50.03, 'LDIV': 27.44, 'LDVD': 22.51}",58.0,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 11.2, 'Profession intermédiaire': 28.6, 'Employé': 24.6, 'Ouvrier': 30.0}",25.0,11.5,14.2,15.2,6.0
45,45208,M,45200,14819.0,metro,Union de la droite,45120,"{'LUD': 43.87, 'LCOM': 28.47, 'LDIV': 17.85, 'LDVC': 9.8}",56.5,4.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 15.6, 'Profession intermédiaire': 29.9, 'Employé': 33.6, 'Ouvrier': 13.3}",36.0,16.0,15.0,17.1,9.1
45,45232,M,45160,22988.0,metro,Divers droite,,"{'LDVD': 65.34, 'LDVG': 7.39, 'LDIV': 8.64}",67.2,5.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 21.5, 'Profession intermédiaire': 29.0, 'Employé': 33.3, 'Ouvrier': 12.2}",8.0,9.0,7.8,18.5,19.3
45,45234,M,"45000,45100",116344.0,metro,Union de la droite,45160,"{'LUD': 40.29, 'LUG': 31.72, 'LREM': 27.98}",62.8,3.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 25.8, 'Profession intermédiaire': 29.8, 'Employé': 27.1, 'Ouvrier': 12.6}",22.0,14.5,7.0,16.9,17.9
45,45284,F,45800,22088.0,metro,Divers gauche,45400,"{'LDVG': 54.6, 'LDVD': 23.81, 'LDIV': 21.58}",66.3,5.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 15.8, 'Profession intermédiaire': 30.1, 'Employé': 19.2, 'Ouvrier': 31.2}",16.0,13.7,6.5,18.4,10.4
45,45285,M,45140,16608.0,metro,,45380,"{'LSOC': 71.89, 'LDVC': 28.1}",64.3,5.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 14.2, 'Profession intermédiaire': 28.8, 'Employé': 24.5, 'Ouvrier': 28.3}",23.0,14.9,8.8,17.9,7.7
45,45302,M,45770,16866.0,metro,,"45140,45400","{'LCOM': 65.13, 'LDIV': 34.86}",59.6,7.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.7, 'Cadres': 11.7, 'Profession intermédiaire': 25.8, 'Employé': 30.4, 'Ouvrier': 29.4}",15.0,11.5,9.3,17.3,6.1
46,46042,M,46000,19902.0,metro,,,"{'LUG': 57.07, 'LREM': 19.0, 'LFI': 8.52, 'LECO': 7.52, 'LRN': 5.16, 'LDVD': 2.7}",61.3,6.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 14.9, 'Profession intermédiaire': 31.4, 'Employé': 33.2, 'Ouvrier': 13.5}",19.0,8.8,13.7,18.5,9.9
47,47001,M,47000,32193.0,metro,MoDem,,"{'LMDM': 61.41, 'LDVG': 38.58}",62.9,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 16.6, 'Profession intermédiaire': 28.9, 'Employé': 34.1, 'Ouvrier': 14.7}",27.0,11.8,11.9,18.7,10.7
47,47157,M,47200,17361.0,metro,Divers gauche,,"{'LDVG': 54.61, 'LDVC': 45.38}",61.0,7.2,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 12.6, 'Profession intermédiaire': 28.5, 'Employé': 27.2, 'Ouvrier': 25.5}",23.0,8.8,13.0,16.6,5.9
47,47323,M,47300,22004.0,metro,,,"{'LDVD': 49.8, 'LDVG': 25.04, 'LSOC': 17.32, 'LRN': 7.83}",57.5,7.0,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 12.5, 'Profession intermédiaire': 27.1, 'Employé': 31.2, 'Ouvrier': 21.9}",23.0,10.4,13.6,19.0,5.4
48,48095,F,48000,12322.0,metro,,,"{'LDVG': 53.15, 'LDIV': 46.84}",66.9,4.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 13.9, 'Profession intermédiaire': 32.9, 'Employé': 31.1, 'Ouvrier': 17.0}",13.0,9.0,10.3,19.9,9.0
49,49007,M,"49000,49100",157555.0,metro,Divers droite,"49240,49130","{'LDVD': 57.82, 'LUG': 16.8, 'LVEC': 14.08, 'LDVG': 5.12, 'LRN': 4.76, 'LEXG': 1.4}",58.7,3.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 23.0, 'Profession intermédiaire': 29.7, 'Employé': 29.4, 'Ouvrier': 12.9}",21.0,11.8,8.3,16.1,17.7
49,49015,F,49240,15225.0,metro,Divers,,{'LDIV': 27.91},67.6,7.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 14.9, 'Profession intermédiaire': 28.6, 'Employé': 27.9, 'Ouvrier': 23.5}",10.0,9.6,8.8,16.2,15.6
49,49018,M,49150,11747.0,metro,Divers,,{'LDIV': 100.0},70.1,7.7,"{'Agriculteur': 2.9, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 8.7, 'Profession intermédiaire': 22.9, 'Employé': 26.8, 'Ouvrier': 30.5}",13.0,8.4,12.9,17.3,5.2
49,49023,M,"49110,49450,49510,49600",23887.0,metro,Divers Centre,,"{'LDVC': 79.02, 'LDVG': 20.97}",75.3,7.6,"{'Agriculteur': 4.7, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 10.6, 'Profession intermédiaire': 23.3, 'Employé': 24.8, 'Ouvrier': 30.0}",8.0,10.4,9.1,19.9,3.7
49,49050,F,"49250,49320",11000.0,metro,Divers,,{'LDIV': 100.0},74.2,7.2,"{'Agriculteur': 4.3, 'Artisan, commerçant et chef d’entreprise': 11.6, 'Cadres': 10.3, 'Profession intermédiaire': 21.3, 'Employé': 22.4, 'Ouvrier': 30.1}",7.0,9.7,6.6,19.5,8.8
49,49092,M,"49120,49310,49670,49750",21550.0,metro,,,"{'LDVD': 71.9, 'LDIV': 28.09}",75.1,7.6,"{'Agriculteur': 5.3, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 8.6, 'Profession intermédiaire': 23.0, 'Employé': 22.7, 'Ouvrier': 33.6}",9.0,11.0,10.4,19.6,4.2
49,49099,M,49300,54074.0,metro,Divers droite,,"{'LDVD': 53.95, 'LDIV': 46.04}",67.1,6.5,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 16.0, 'Profession intermédiaire': 27.5, 'Employé': 24.3, 'Ouvrier': 27.2}",14.0,10.2,8.8,16.7,8.7
49,49125,M,49700,11227.0,metro,Divers,,{'LDIV': 39.83},69.2,8.6,"{'Agriculteur': 3.5, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 8.5, 'Profession intermédiaire': 20.5, 'Employé': 25.5, 'Ouvrier': 36.2}",12.0,9.4,12.3,18.0,3.9
49,49218,M,"49110,49270,49600",15684.0,metro,Divers droite,,{'LDVD': 100.0},75.6,8.4,"{'Agriculteur': 4.6, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 12.4, 'Profession intermédiaire': 22.1, 'Employé': 20.9, 'Ouvrier': 32.4}",8.0,9.4,8.6,19.8,2.7
